"","accession","species","genus","family","source","accession.version","taxid"
"6357","NC_059803","Citrus x clementina","Citrus","Rutaceae","all","NC_059803.1",85681
"6358","NC_059806","Toona sinensis","Toona","Meliaceae","full+barcode","NC_059806.1",443222
"6359","NC_059807","Brassica carinata","Brassica","Brassicaceae","all","NC_059807.1",52824
"6360","NC_059812","Scutellaria tuberifera","Scutellaria","Lamiaceae","full+trnL","NC_059812.1",2800787
"6361","NC_059813","Scutellaria franchetiana","Scutellaria","Lamiaceae","full+trnL","NC_059813.1",2023964
"6362","NC_059814","Scutellaria barbata","Scutellaria","Lamiaceae","full+trnL","NC_059814.1",396367
"6363","NC_059815","Quercus acrodonta","Quercus","Fagaceae","all","NC_059815.1",2005478
"6364","NC_059818","Belemia cordata","Belemia","Nyctaginaceae","full+trnL","NC_059818.1",2495568
"6365","NC_059819","Agenium leptocladum","Agenium","Poaceae","all","NC_059819.1",2752317
"6366","NC_059820","Agenium villosum","Agenium","Poaceae","all","NC_059820.1",2752318
"6367","NC_059821","Cymbopogon densiflorus","Cymbopogon","Poaceae","all","NC_059821.1",2752319
"6368","NC_059822","Cymbopogon obtectus","Cymbopogon","Poaceae","all","NC_059822.1",79838
"6369","NC_059823","Cymbopogon pospischilii","Cymbopogon","Poaceae","all","NC_059823.1",91512
"6370","NC_059824","Cymbopogon schoenanthus","Cymbopogon","Poaceae","all","NC_059824.1",79841
"6371","NC_059825","Schizachyrium delavayi","Schizachyrium","Poaceae","all","NC_059825.1",1393007
"6372","NC_059826","Eremopogon foveolatus","Eremopogon","Poaceae","all","NC_059826.1",1564042
"6373","NC_059827","Eremopogon tuberculatus","Eremopogon","Poaceae","all","NC_059827.1",2752320
"6374","NC_059828","Heteropogon fischerianus","Heteropogon","Poaceae","all","NC_059828.1",2752321
"6375","NC_059829","Heteropogon melanocarpus","Heteropogon","Poaceae","all","NC_059829.1",1755060
"6376","NC_059830","Heteropogon ritchiei","Heteropogon","Poaceae","all","NC_059830.1",2752322
"6377","NC_059831","Iseilema anthephoroides","Iseilema","Poaceae","all","NC_059831.1",2752323
"6378","NC_059832","Iseilema hubbardii","Iseilema","Poaceae","all","NC_059832.1",2752324
"6379","NC_059833","Iseilema laxum","Iseilema","Poaceae","all","NC_059833.1",2752325
"6380","NC_059834","Iseilema membranaceum","Iseilema","Poaceae","all","NC_059834.1",330584
"6381","NC_059835","Iseilema prostratum","Iseilema","Poaceae","all","NC_059835.1",330568
"6382","NC_059836","Iseilema vaginiflorum","Iseilema","Poaceae","all","NC_059836.1",2529014
"6383","NC_059837","Pseudanthistiria umbellata","Pseudanthistiria","Poaceae","all","NC_059837.1",2752326
"6384","NC_059838","Themeda anathera","Themeda","Poaceae","all","NC_059838.1",2152738
"6385","NC_059839","Themeda cymbaria","Themeda","Poaceae","all","NC_059839.1",2152740
"6386","NC_059840","Themeda huttonensis","Themeda","Poaceae","all","NC_059840.1",2152742
"6387","NC_059841","Themeda minor","Themeda","Poaceae","all","NC_059841.1",2752327
"6388","NC_059842","Themeda mooneyi","Themeda","Poaceae","all","NC_059842.1",2152743
"6389","NC_059843","Themeda strigosa","Themeda","Poaceae","all","NC_059843.1",2752329
"6390","NC_059844","Themeda tremula","Themeda","Poaceae","all","NC_059844.1",2152747
"6391","NC_059849","Gaultheria fragrantissima","Gaultheria","Ericaceae","all","NC_059849.1",586110
"6392","NC_059857","Marathrum utile","Marathrum","Podostemaceae","full+trnL","NC_059857.1",995772
"6393","NC_059863","Sabia parviflora","Sabia","Sabiaceae","all","NC_059863.1",710636
"6394","NC_059865","Nymphaea nouchali","Nymphaea","Nymphaeaceae","all","NC_059865.1",58040
"6395","NC_059867","Ampelocalamus scandens","Ampelocalamus","Poaceae","full+barcode","NC_059867.1",146642
"6396","NC_059874","Agave fourcroydes","Agave","Asparagaceae","all","NC_059874.1",1824557
"6397","NC_059875","Agave sisalana","Agave","Asparagaceae","all","NC_059875.1",442491
"6398","NC_059876","Agave angustifolia","Agave","Asparagaceae","all","NC_059876.1",382117
"6399","NC_059880","Corydalis bungeana","Corydalis","Papaveraceae","all","NC_059880.1",1238147
"6400","NC_059882","Distylium dunnianum","Distylium","Hamamelidaceae","all","NC_059882.1",2820668
"6401","NC_059883","Distylium myricoides","Distylium","Hamamelidaceae","all","NC_059883.1",50997
"6402","NC_059884","Distylium macrophyllum","Distylium","Hamamelidaceae","all","NC_059884.1",2684111
"6403","NC_059885","Distylium chinense","Distylium","Hamamelidaceae","all","NC_059885.1",2762710
"6404","NC_059886","Distylium racemosum","Distylium","Hamamelidaceae","all","NC_059886.1",50998
"6405","NC_059887","Distylium pingpienense","Distylium","Hamamelidaceae","all","NC_059887.1",2820671
"6406","NC_059888","Distylium buxifolium","Distylium","Hamamelidaceae","all","NC_059888.1",1692141
"6407","NC_059889","Distylium gracile","Distylium","Hamamelidaceae","all","NC_059889.1",2820670
"6408","NC_059890","Distylium cuspidatum","Distylium","Hamamelidaceae","all","NC_059890.1",2820667
"6409","NC_059891","Distylium lepidotum","Distylium","Hamamelidaceae","all","NC_059891.1",1322073
"6410","NC_059892","Distylium elaeagnoides","Distylium","Hamamelidaceae","all","NC_059892.1",2820669
"6411","NC_059898","Ficus formosana","Ficus","Moraceae","all","NC_059898.1",1127366
"6412","NC_059901","Lysimachia maritima","Lysimachia","Primulaceae","all","NC_059901.1",110753
"6413","NC_059902","Strobilanthes tonkinensis","Strobilanthes","Acanthaceae","all","NC_059902.1",2792840
"6414","NC_059904","Rubus longisepalus","Rubus","Rosaceae","all","NC_059904.1",321597
"6415","NC_059905","Rubus hirsutus","Rubus","Rosaceae","all","NC_059905.1",321600
"6416","NC_059906","Rotheca myricoides","Rotheca","Lamiaceae","all","NC_059906.1",54240
"6417","NC_059909","Viola selkirkii","Viola","Violaceae","all","NC_059909.1",316496
"6418","NC_059912","Ardisia gigantifolia","Ardisia","Primulaceae","all","NC_059912.1",213405
"6419","NC_059914","Limonium tetragonum","Limonium","Plumbaginaceae","full+trnL","NC_059914.1",293753
"6420","NC_059915","Limonium bicolor","Limonium","Plumbaginaceae","full+trnL","NC_059915.1",293754
"6421","NC_059917","Phalaenopsis stobartiana","Phalaenopsis","Orchidaceae","full+barcode","NC_059917.1",2821797
"6422","NC_059918","Trollius macropetalus","Trollius","Ranunculaceae","all","NC_059918.1",944285
"6423","NC_059942","Impatiens balsamina","Impatiens","Balsaminaceae","all","NC_059942.1",63779
"6424","NC_059943","Impatiens chlorosepala","Impatiens","Balsaminaceae","all","NC_059943.1",1752749
"6425","NC_059944","Impatiens fanjingshanica","Impatiens","Balsaminaceae","all","NC_059944.1",2822274
"6426","NC_059945","Impatiens guizhouensis","Impatiens","Balsaminaceae","all","NC_059945.1",2822275
"6427","NC_059946","Impatiens linearisepala","Impatiens","Balsaminaceae","all","NC_059946.1",2822276
"6428","NC_059947","Impatiens loulanensis","Impatiens","Balsaminaceae","all","NC_059947.1",2822277
"6429","NC_059948","Impatiens stenosepala","Impatiens","Balsaminaceae","all","NC_059948.1",253057
"6430","NC_059949","Impatiens walleriana","Impatiens","Balsaminaceae","all","NC_059949.1",127142
"6431","NC_059950","Polyspora penangensis","Polyspora","Theaceae","full+barcode","NC_059950.1",2822548
"6432","NC_059952","Atraphaxis bracteata","Atraphaxis","Polygonaceae","full+trnL","NC_059952.1",467323
"6433","NC_059953","Justicia ventricosa","Justicia","Acanthaceae","all","NC_059953.1",714471
"6434","NC_060289","Tripsacinae sp. MTP",NA,"Poaceae","all","NC_060289.1",2029900
"6435","NC_060291","Marathrum capillaceum","Marathrum","Podostemaceae","all","NC_060291.1",2597005
"6436","NC_060295","Heteroplexis impressinervia","Heteroplexis","Asteraceae","all","NC_060295.1",2789018
"6437","NC_060303","Adenostemma lavenia","Adenostemma","Asteraceae","all","NC_060303.1",1204770
"6438","NC_060305","Vincetoxicum forrestii","Vincetoxicum","Apocynaceae","all","NC_060305.1",1165888
"6439","NC_060312","Codonopsis pilosula","Codonopsis","Campanulaceae","all","NC_060312.1",86864
"6440","NC_060313","Inula racemosa","Inula","Asteraceae","all","NC_060313.1",483693
"6441","NC_060314","Scutellaria rehderiana","Scutellaria","Lamiaceae","full+trnL","NC_060314.1",516072
"6442","NC_060324","Sanicula rubriflora","Sanicula","Apiaceae","all","NC_060324.1",82094
"6443","NC_060332","Cotoneaster bullatus","Cotoneaster","Rosaceae","all","NC_060332.1",690312
"6444","NC_060333","Cotoneaster sherriffii","Cotoneaster","Rosaceae","all","NC_060333.1",2824816
"6445","NC_060334","Cotoneaster huahongdongensis","Cotoneaster","Rosaceae","all","NC_060334.1",2824815
"6446","NC_060335","Cotoneaster moupinensis","Cotoneaster","Rosaceae","all","NC_060335.1",690325
"6447","NC_060336","Cotoneaster obscurus","Cotoneaster","Rosaceae","all","NC_060336.1",690327
"6448","NC_060337","Cotoneaster integerrimus","Cotoneaster","Rosaceae","all","NC_060337.1",690321
"6449","NC_060338","Cotoneaster dielsianus","Cotoneaster","Rosaceae","all","NC_060338.1",690316
"6450","NC_060339","Rosa kokanica","Rosa","Rosaceae","all","NC_060339.1",2282112
"6451","NC_060347","Strobilanthes biocullata","Strobilanthes","Acanthaceae","all","NC_060347.1",2824936
"6452","NC_060349","Pluchea pteropoda","Pluchea","Asteraceae","all","NC_060349.1",175698
"6453","NC_060351","Bistorta vivipara","Bistorta","Polygonaceae","all","NC_060351.1",371026
"6454","NC_060360","Nymphaea hybrid cultivar","Nymphaea","Nymphaeaceae","all","NC_060360.1",637490
"6455","NC_060362","Bletilla sinensis","Bletilla","Orchidaceae","full+barcode","NC_060362.1",1627839
"6456","NC_060363","Gyrinops walla","Gyrinops","Thymelaeaceae","all","NC_060363.1",223760
"6457","NC_060366","Corydalis tomentella","Corydalis","Papaveraceae","all","NC_060366.1",1055021
"6458","NC_060367","Polygala crotalarioides","Polygala","Polygalaceae","full+trnL","NC_060367.1",2826952
"6459","NC_060372","Bryocarpum himalaicum","Bryocarpum","Primulaceae","all","NC_060372.1",199607
"6460","NC_060376","Chimonobambusa purpurea","Chimonobambusa","Poaceae","all","NC_060376.1",2796462
"6461","NC_060377","Quercus saravanensis","Quercus","Fagaceae","all","NC_060377.1",2827250
"6462","NC_060378","Quercus franchetii","Quercus","Fagaceae","all","NC_060378.1",167423
"6463","NC_060379","Quercus delavayi","Quercus","Fagaceae","all","NC_060379.1",2029647
"6464","NC_060380","Quercus hypargyrea","Quercus","Fagaceae","all","NC_060380.1",2231307
"6465","NC_060381","Quercus schottkyana","Quercus","Fagaceae","all","NC_060381.1",1266308
"6466","NC_060382","Carex agglomerata","Carex","Cyperaceae","full+trnL","NC_060382.1",2802308
"6467","NC_060388","Swertia erythrosticta","Swertia","Gentianaceae","full+trnL","NC_060388.1",137891
"6468","NC_060389","Aeluropus sinensis","Aeluropus","Poaceae","all","NC_060389.1",2770812
"6469","NC_060390","Cleistogenes caespitosa","Cleistogenes","Poaceae","all","NC_060390.1",589495
"6470","NC_060391","Cleistogenes chinensis","Cleistogenes","Poaceae","all","NC_060391.1",2827266
"6471","NC_060392","Cleistogenes festucacea","Cleistogenes","Poaceae","all","NC_060392.1",589497
"6472","NC_060393","Cleistogenes gracilis","Cleistogenes","Poaceae","all","NC_060393.1",2093993
"6473","NC_060394","Cleistogenes hackelii","Cleistogenes","Poaceae","all","NC_060394.1",589498
"6474","NC_060395","Cleistogenes hancei","Cleistogenes","Poaceae","all","NC_060395.1",589500
"6475","NC_060396","Cleistogenes polyphylla","Cleistogenes","Poaceae","all","NC_060396.1",589503
"6476","NC_060397","Cleistogenes songorica","Cleistogenes","Poaceae","all","NC_060397.1",121774
"6477","NC_060398","Cleistogenes squarrosa","Cleistogenes","Poaceae","all","NC_060398.1",589504
"6478","NC_060399","Tripogon bromoides","Tripogon","Poaceae","all","NC_060399.1",1986451
"6479","NC_060400","Tripogon chinensis","Tripogon","Poaceae","all","NC_060400.1",589505
"6480","NC_060403","Phaseolus lunatus","Phaseolus","Fabaceae","full+trnL","NC_060403.1",3884
"6481","NC_060404","Aristolochia delavayi","Aristolochia","Aristolochiaceae","full+trnL","NC_060404.1",1541215
"6482","NC_060408","Silphium perfoliatum","Silphium","Asteraceae","all","NC_060408.1",53588
"6483","NC_060410","Glycosmis parviflora","Glycosmis","Rutaceae","full+barcode","NC_060410.1",159048
"6484","NC_060411","Damnacanthus indicus","Damnacanthus","Rubiaceae","all","NC_060411.1",58425
"6485","NC_060414","Phlomoides younghusbandii","Phlomoides","Lamiaceae","full+trnL","NC_060414.1",2800772
"6486","NC_060416","Phlomoides betonicoides","Phlomoides","Lamiaceae","full+trnL","NC_060416.1",572124
"6487","NC_060417","Leuzea uniflora","Leuzea","Asteraceae","all","NC_060417.1",362646
"6488","NC_060436","Salix maizhokunggarensis","Salix","Salicaceae","all","NC_060436.1",2828845
"6489","NC_060437","Cotoneaster leveillei","Cotoneaster","Rosaceae","all","NC_060437.1",2828831
"6490","NC_060438","Cotoneaster vandelaarii","Cotoneaster","Rosaceae","all","NC_060438.1",2828832
"6491","NC_060439","Cotoneaster harrysmithii","Cotoneaster","Rosaceae","all","NC_060439.1",1143220
"6492","NC_060440","Cotoneaster coriaceus","Cotoneaster","Rosaceae","all","NC_060440.1",36608
"6493","NC_060441","Cotoneaster glaucophyllus","Cotoneaster","Rosaceae","all","NC_060441.1",1125981
"6494","NC_060442","Cotoneaster laxiflorus","Cotoneaster","Rosaceae","all","NC_060442.1",2071890
"6495","NC_060443","Cotoneaster argenteus","Cotoneaster","Rosaceae","all","NC_060443.1",2828828
"6496","NC_060444","Cotoneaster pannosus","Cotoneaster","Rosaceae","all","NC_060444.1",143397
"6497","NC_060445","Cotoneaster marginatus","Cotoneaster","Rosaceae","all","NC_060445.1",2828841
"6498","NC_060446","Cotoneaster verruculosus","Cotoneaster","Rosaceae","all","NC_060446.1",690338
"6499","NC_060447","Cotoneaster qungbixiensis","Cotoneaster","Rosaceae","all","NC_060447.1",2071426
"6500","NC_060448","Cotoneaster cf. chengkangensis KM-2021","Cotoneaster","Rosaceae","all","NC_060448.1",2828846
"6501","NC_060449","Cotoneaster rockii","Cotoneaster","Rosaceae","all","NC_060449.1",2828842
"6502","NC_060450","Cotoneaster langei","Cotoneaster","Rosaceae","all","NC_060450.1",2828840
"6503","NC_060451","Cotoneaster delavayanus","Cotoneaster","Rosaceae","all","NC_060451.1",2828837
"6504","NC_060452","Cotoneaster franchetii","Cotoneaster","Rosaceae","all","NC_060452.1",1143218
"6505","NC_060453","Cotoneaster conspicuus","Cotoneaster","Rosaceae","all","NC_060453.1",690314
"6506","NC_060454","Cotoneaster hebephyllus","Cotoneaster","Rosaceae","all","NC_060454.1",1248455
"6507","NC_060455","Cotoneaster salicifolius","Cotoneaster","Rosaceae","all","NC_060455.1",690335
"6508","NC_060456","Cotoneaster acutifolius","Cotoneaster","Rosaceae","all","NC_060456.1",690308
"6509","NC_060457","Cotoneaster adpressus","Cotoneaster","Rosaceae","all","NC_060457.1",690310
"6510","NC_060458","Cotoneaster horizontalis","Cotoneaster","Rosaceae","all","NC_060458.1",690329
"6511","NC_060459","Cotoneaster foveolatus","Cotoneaster","Rosaceae","all","NC_060459.1",690317
"6512","NC_060460","Ocimum kilimandscharicum","Ocimum","Lamiaceae","all","NC_060460.1",1224218
"6513","NC_060469","Sonneratia ovata","Sonneratia","Lythraceae","all","NC_060469.1",122816
"6514","NC_060470","Centaurea maculosa","Centaurea","Asteraceae","all","NC_060470.1",215693
"6515","NC_060471","Lonicera similis","Lonicera","Caprifoliaceae","all","NC_060471.1",112523
"6516","NC_060472","Asparagus cochinchinensis","Asparagus","Asparagaceae","all","NC_060472.1",100514
"6517","NC_060476","Zelkova sinica","Zelkova","Ulmaceae","all","NC_060476.1",1214907
"6518","NC_060477","Camelina microcarpa","Camelina","Brassicaceae","all","NC_060477.1",71324
"6519","NC_060478","Camelina laxa","Camelina","Brassicaceae","all","NC_060478.1",359823
"6520","NC_060479","Camelina rumelica","Camelina","Brassicaceae","all","NC_060479.1",883001
"6521","NC_060480","Camelina hispida","Camelina","Brassicaceae","all","NC_060480.1",883000
"6522","NC_060481","Camelina neglecta","Camelina","Brassicaceae","all","NC_060481.1",2864041
"6523","NC_060489","Rheum rhabarbarum","Rheum","Polygonaceae","full+barcode","NC_060489.1",3621
"6524","NC_060490","Prunus salicina x Prunus armeniaca","Prunus","Rosaceae","all","NC_060490.1",551137
"6525","NC_060492","Amentotaxus yunnanensis","Amentotaxus","Taxaceae","full+trnL","NC_060492.1",89479
"6526","NC_060493","Heliciopsis lobata","Heliciopsis","Proteaceae","all","NC_060493.1",524983
"6527","NC_060495","Daphne kiusiana","Daphne","Thymelaeaceae","all","NC_060495.1",232789
"6528","NC_060496","Microtis unifolia","Microtis","Orchidaceae","full+barcode","NC_060496.1",152891
"6529","NC_060497","Chiloglottis cornuta","Chiloglottis","Orchidaceae","full+barcode","NC_060497.1",256349
"6530","NC_060498","Corybas vitreus","Corybas","Orchidaceae","full","NC_060498.1",1902268
"6531","NC_060499","Iris japonica","Iris","Iridaceae","all","NC_060499.1",203638
"6532","NC_060501","Armoracia rusticana","Armoracia","Brassicaceae","all","NC_060501.1",3704
"6533","NC_060507","Pseudognaphalium affine","Pseudognaphalium","Asteraceae","all","NC_060507.1",318063
"6534","NC_060513","Argentina anserina","Argentina","Rosaceae","all","NC_060513.1",57926
"6535","NC_060514","Cymbidium haematodes","Cymbidium","Orchidaceae","full+barcode","NC_060514.1",642461
"6536","NC_060515","Cymbidium defoliatum","Cymbidium","Orchidaceae","full+barcode","NC_060515.1",160527
"6537","NC_060516","Cymbidium cyperifolium","Cymbidium","Orchidaceae","full+barcode","NC_060516.1",160525
"6538","NC_060517","Cymbidium wilsonii","Cymbidium","Orchidaceae","full+barcode","NC_060517.1",160540
"6539","NC_060518","Cymbidium atropurpureum","Cymbidium","Orchidaceae","full+barcode","NC_060518.1",38177
"6540","NC_060519","Cymbidium wenshanense","Cymbidium","Orchidaceae","all","NC_060519.1",160539
"6541","NC_060521","Plantago asiatica","Plantago","Plantaginaceae","full+trnL","NC_060521.1",197796
"6542","NC_060522","Emblica urinaria","Emblica","Phyllanthaceae","all","NC_060522.1",296035
"6543","NC_060523","Clematis serratifolia","Clematis","Ranunculaceae","all","NC_060523.1",231659
"6544","NC_060524","Clematis fusca","Clematis","Ranunculaceae","all","NC_060524.1",230837
"6545","NC_060525","Corybas dienemus","Corybas","Orchidaceae","full","NC_060525.1",179762
"6546","NC_060526","Corybas diemenicus","Corybas","Orchidaceae","full","NC_060526.1",78735
"6547","NC_060527","Corybas iridescens","Corybas","Orchidaceae","full","NC_060527.1",179764
"6548","NC_060528","Corybas obscurus","Corybas","Orchidaceae","full","NC_060528.1",1902265
"6549","NC_060529","Corybas cheesemanii","Corybas","Orchidaceae","full","NC_060529.1",179760
"6550","NC_060530","Corybas macranthus","Corybas","Orchidaceae","full","NC_060530.1",177028
"6551","NC_060531","Cephaleuros virescens","Cephaleuros","Trentepohliaceae","full","NC_060531.1",173371
"6552","NC_060532","Trentepohlia sp. BN17","Trentepohlia","Trentepohliaceae","full","NC_060532.1",3063876
"6553","NC_060533","Cephaleuros parasiticus","Cephaleuros","Trentepohliaceae","full","NC_060533.1",173370
"6554","NC_060534","Cephaleuros karstenii","Cephaleuros","Trentepohliaceae","full","NC_060534.1",1985640
"6555","NC_060536","Fibraurea recisa","Fibraurea","Menispermaceae","full+barcode","NC_060536.1",714469
"6556","NC_060542","Aspidopterys concava","Aspidopterys","Malpighiaceae","all","NC_060542.1",2907390
"6557","NC_060545","Fagus longipetiolata","Fagus","Fagaceae","full+barcode","NC_060545.1",167764
"6558","NC_060547","Fritillaria fusca","Fritillaria","Liliaceae","all","NC_060547.1",2898755
"6559","NC_060548","Lilium sealyi","Lilium","Liliaceae","all","NC_060548.1",82334
"6560","NC_060549","Lilium anhuiense","Lilium","Liliaceae","all","NC_060549.1",859525
"6561","NC_060550","Lilium davidii","Lilium","Liliaceae","all","NC_060550.1",82316
"6562","NC_060551","Lilium speciosum","Lilium","Liliaceae","all","NC_060551.1",859542
"6563","NC_060552","Gentiana rubicunda","Gentiana","Gentianaceae","all","NC_060552.1",553057
"6564","NC_060558","Tainia acuminata","Tainia","Orchidaceae","full+barcode","NC_060558.1",2896526
"6565","NC_060559","Deutzia pilosa","Deutzia","Hydrangeaceae","all","NC_060559.1",1623376
"6566","NC_060560","Pedicularis cephalantha","Pedicularis","Orobanchaceae","full+trnL","NC_060560.1",1043521
"6567","NC_060562","Daphne papyracea","Daphne","Thymelaeaceae","all","NC_060562.1",2715869
"6568","NC_060571","Cymbidium aestivum","Cymbidium","Orchidaceae","all","NC_060571.1",2593397
"6569","NC_060572","Cymbidium qiubeiense","Cymbidium","Orchidaceae","full+barcode","NC_060572.1",1286646
"6570","NC_060573","Cymbidium maguanense","Cymbidium","Orchidaceae","full+barcode","NC_060573.1",1476991
"6571","NC_060574","Cymbidium daweishanense","Cymbidium","Orchidaceae","full+barcode","NC_060574.1",2259616
"6572","NC_060575","Cymbidium eburneum","Cymbidium","Orchidaceae","full+barcode","NC_060575.1",2315736
"6573","NC_060576","Cymbidium cochleare","Cymbidium","Orchidaceae","full+trnL","NC_060576.1",1097187
"6574","NC_060577","Cymbidium wenshanense","Cymbidium","Orchidaceae","all","NC_060577.1",2662338
"6575","NC_060578","Cymbidium gaoligongense","Cymbidium","Orchidaceae","full+barcode","NC_060578.1",2315738
"6576","NC_060579","Cymbidium paucifolium","Cymbidium","Orchidaceae","full+barcode","NC_060579.1",2315742
"6577","NC_060580","Cymbidium caulescens","Cymbidium","Orchidaceae","full+barcode","NC_060580.1",2910305
"6578","NC_060581","Cymbidium banaense","Cymbidium","Orchidaceae","full+barcode","NC_060581.1",2315733
"6579","NC_060582","Cymbidium canaliculatum","Cymbidium","Orchidaceae","full+barcode","NC_060582.1",2315734
"6580","NC_060583","Cymbidium bicolor","Cymbidium","Orchidaceae","full+barcode","NC_060583.1",2315743
"6581","NC_060585","Lonicera crassifolia","Lonicera","Caprifoliaceae","all","NC_060585.1",2881376
"6582","NC_060587","Syzygium album","Syzygium","Myrtaceae","full+barcode","NC_060587.1",2904616
"6583","NC_060598","Ardisia omissa","Ardisia","Primulaceae","all","NC_060598.1",2184480
"6584","NC_060599","Ardisia replicata","Ardisia","Primulaceae","all","NC_060599.1",2184481
"6585","NC_060600","Philadelphus pekinensis","Philadelphus","Hydrangeaceae","full+trnL","NC_060600.1",230060
"6586","NC_060605","Rhodiola tangutica","Rhodiola","Crassulaceae","all","NC_060605.1",1442784
"6587","NC_060607","Pueraria montana","Pueraria","Fabaceae","all","NC_060607.1",174648
"6588","NC_060608","Pueraria montana","Pueraria","Fabaceae","all","NC_060608.1",132459
"6589","NC_060609","Trichomanes striatum","Trichomanes","Hymenophyllaceae","all","NC_060609.1",29625
"6590","NC_060613","Ranunculus pekinensis","Ranunculus","Ranunculaceae","all","NC_060613.1",1497439
"6591","NC_060614","Lappula myosotis","Lappula","Boraginaceae","full+trnL","NC_060614.1",1330311
"6592","NC_060615","Rubus tephrodes","Rubus","Rosaceae","all","NC_060615.1",75094
"6593","NC_060616","Rubus trianthus","Rubus","Rosaceae","all","NC_060616.1",190232
"6594","NC_060617","Rubus parvifolius","Rubus","Rosaceae","all","NC_060617.1",176136
"6595","NC_060618","Rubus hunanensis","Rubus","Rosaceae","all","NC_060618.1",411215
"6596","NC_060629","Dialyceras coriaceum","Dialyceras","Sphaerosepalaceae","all","NC_060629.1",142721
"6597","NC_060633","Bidens parviflora","Bidens","Asteraceae","full+trnL","NC_060633.1",1527830
"6598","NC_060634","Bidens biternata","Bidens","Asteraceae","all","NC_060634.1",468846
"6599","NC_060636","Hibiscus trionum","Hibiscus","Malvaceae","all","NC_060636.1",183268
"6600","NC_060644","Botrychium ternatum","Botrychium","Ophioglossaceae","full+trnL","NC_060644.1",208695
"6601","NC_060645","Euonymus europaeus","Euonymus","Celastraceae","all","NC_060645.1",123417
"6602","NC_060646","Rubus occidentalis","Rubus","Rosaceae","all","NC_060646.1",75079
"6603","NC_060649","Persicaria perfoliata","Persicaria","Polygonaceae","all","NC_060649.1",371028
"6604","NC_060650","Paphiopedilum charlesworthii","Paphiopedilum","Orchidaceae","all","NC_060650.1",53076
"6605","NC_060651","Cinnamomum insularimontanum","Cinnamomum","Lauraceae","all","NC_060651.1",119264
"6606","NC_060653","Xylosma congesta","Xylosma","Salicaceae","all","NC_060653.1",344448
"6607","NC_060654","Acer ukurunduense","Acer","Sapindaceae","all","NC_060654.1",171221
"6608","NC_060656","Euphorbia micractina","Euphorbia","Euphorbiaceae","all","NC_060656.1",1333928
"6609","NC_060657","Syzygium samarangense","Syzygium","Myrtaceae","all","NC_060657.1",260143
"6610","NC_060661","Triadica sebifera","Triadica","Euphorbiaceae","full+trnL","NC_060661.1",139772
"6611","NC_060662","Hosta sieboldiana","Hosta","Asparagaceae","all","NC_060662.1",708432
"6612","NC_060663","Hosta tsushimensis","Hosta","Asparagaceae","all","NC_060663.1",2906516
"6613","NC_060664","Hosta tsushimensis","Hosta","Asparagaceae","all","NC_060664.1",2906000
"6614","NC_060668","Impatiens macrovexilla","Impatiens","Balsaminaceae","all","NC_060668.1",1752756
"6615","NC_060669","Impatiens macrovexilla","Impatiens","Balsaminaceae","all","NC_060669.1",2908020
"6616","NC_060670","Brainea insignis","Brainea","Blechnaceae","full+trnL","NC_060670.1",120713
"6617","NC_060672","Nymphaea atrans","Nymphaea","Nymphaeaceae","all","NC_060672.1",419113
"6618","NC_060674","Rhodiola bupleuroides","Rhodiola","Crassulaceae","all","NC_060674.1",202997
"6619","NC_060675","Rhodiola calliantha","Rhodiola","Crassulaceae","all","NC_060675.1",1442766
"6620","NC_060676","Rhodiola henryi","Rhodiola","Crassulaceae","all","NC_060676.1",1442772
"6621","NC_060677","Rhodiola himalensis","Rhodiola","Crassulaceae","all","NC_060677.1",203005
"6622","NC_060678","Rhodiola liciae","Rhodiola","Crassulaceae","all","NC_060678.1",1442774
"6623","NC_060679","Rhodiola macrocarpa","Rhodiola","Crassulaceae","all","NC_060679.1",203009
"6624","NC_060680","Rhodiola quadrifida","Rhodiola","Crassulaceae","all","NC_060680.1",487764
"6625","NC_060681","Rhodiola sinuata","Rhodiola","Crassulaceae","all","NC_060681.1",203017
"6626","NC_060682","Rhodiola stapfii","Rhodiola","Crassulaceae","all","NC_060682.1",1442783
"6627","NC_060683","Rhodiola wallichiana","Rhodiola","Crassulaceae","all","NC_060683.1",203018
"6628","NC_060684","Myricaria squamosa","Myricaria","Tamaricaceae","full+trnL","NC_060684.1",194561
"6629","NC_060685","Pseudocodon convolvulaceus","Pseudocodon","Campanulaceae","all","NC_060685.1",1392590
"6630","NC_060687","Veronica polita","Veronica","Plantaginaceae","full+trnL","NC_060687.1",195136
"6631","NC_060688","Pedicularis rudis","Pedicularis","Orobanchaceae","all","NC_060688.1",216538
"6632","NC_060689","Caragana brevifolia","Caragana","Fabaceae","all","NC_060689.1",626671
"6633","NC_060696","Alocasia cucullata","Alocasia","Araceae","full+trnL","NC_060696.1",227242
"6634","NC_060698","Saxifraga umbellulata","Saxifraga","Saxifragaceae","all","NC_060698.1",1616352
"6635","NC_060699","Rosa omeiensis","Rosa","Rosaceae","all","NC_060699.1",648851
"6636","NC_060700","Lysimachia mauritiana","Lysimachia","Primulaceae","all","NC_060700.1",306286
"6637","NC_060701","Bulbophyllum tianguii","Bulbophyllum","Orchidaceae","full+barcode","NC_060701.1",1185431
"6638","NC_060702","Ardisia carnosicaulis","Ardisia","Primulaceae","all","NC_060702.1",2884236
"6639","NC_060703","Ardisia merrillii","Ardisia","Primulaceae","all","NC_060703.1",2878544
